object_id,url,標題,價格(元/月),押金(元),管理費(元),地址,行政區,路段,緯度,經度,格局,房,廳,衛,廚,陽台,可住人數,房型,建物型態,坪數,樓層,總樓層,最短租期(月),刊登日,出租方類型,特色標籤
1vqz7webhz5pdbuz,https://www.dd-room.com/object/1vqz7webhz5pdbuz,美式鄉村豪華雙人房,26000,26000,0,臺北市中正區博愛路,中正區,博愛路,25.037819,121.5110521,1房1衛,1,0,1,0,0,2,獨立套房,elevator,8,9,4,1,2026-07-12,individual,對外窗、有飲水機、有電梯、水泥隔間、定期清潔
3u6net11ywgv511p,https://www.dd-room.com/object/3u6net11ywgv511p,五星套房..近台北車站、西門町,26000,26000,0,臺北市中正區博愛路,中正區,博愛路,25.037819,121.5110521,1房1衛,1,0,1,0,0,2,獨立套房,elevator,8,6,9,1,2026-07-12,individual,對外窗、水泥隔間、有電梯、定期清潔
enmn5utudtg0c8a5,https://www.dd-room.com/object/enmn5utudtg0c8a5,南軟走路運動上班超方便--溫馨明亮兩大房,24800,49600,0,臺北市內湖區安康路,內湖區,安康路,25.0647734,121.6089867,2房1廳1衛1廚1陽台,2,1,1,1,1,2,整層,house,20,3,3,12,2026-07-12,individual,對外窗、可無火煮食、免仲介費
fknv0d18e69is7fb,https://www.dd-room.com/object/fknv0d18e69is7fb,近捷運港墘【超值租案】新裝潢★垃圾代收★變頻冷氣,13799,27598,0,臺北市內湖區江南街,內湖區,江南街,25.0771479,121.5772438,1房1衛,1,0,1,0,0,2,獨立套房,apt,3,5,5,12,2026-07-12,broker,可開伙、垃圾代收
ri5bvzgiyi3oresz,https://www.dd-room.com/object/ri5bvzgiyi3oresz,忠順3房2衛美寓,30000,60000,0,臺北市文山區忠順街二段90巷x號4樓,文山區,忠順街二段,24.9841188,121.5589819,3房2廳2衛1廚1陽台,3,2,2,1,1,3,整層,apt,31,4,5,12,2026-07-12,individual,可開伙、對外窗、水泥隔間、電費照台電、水費照台水、有陽台、可入籍、租金補貼
ncwqu2jlhxm8mpjn,https://www.dd-room.com/object/ncwqu2jlhxm8mpjn,近捷運永春【超值租案】低樓層★近商圈★女性專屬,11000,22000,0,臺北市信義區永吉路,信義區,永吉路,25.0455822,121.5742053,1房1衛,1,0,1,0,0,2,獨立套房,apt,5,2,4,12,2026-07-12,broker,
nppy4hcchfzx36u5,https://www.dd-room.com/object/nppy4hcchfzx36u5,文教區住辦兩用,12000,24000,0,臺北市中正區水源路,中正區,水源路,25.0240425,121.5147413,2房1廳1衛1廚2陽台,2,1,1,1,2,2,獨立套房,apt,14,3,5,6,2026-07-11,individual,可養貓、可養狗、可開伙、電費照台電、水費照台水
dt8btixtzlqilmpd,https://www.dd-room.com/object/dt8btixtzlqilmpd,剩三間！朋友一起來《小巨蛋x忠孝敦化雙捷運/一卡皮箱入住》,11800,0,0,臺北市松山區八德路三段,松山區,八德路三段,25.0480249,121.5554986,1房1廳1衛1廚1陽台,1,1,1,1,1,1,整層,apt,30,4,5,3,2026-07-11,individual,可開伙、對外窗、電費照台電、水費照台水、共生公寓、定期清潔、水泥隔間、氣密窗、有陽台、免仲介費、可無火煮食、有飲水機、保全設施、智慧宅、高齡友善、可養其他寵物
uo5uigqddylk8wqe,https://www.dd-room.com/object/uo5uigqddylk8wqe,捷運後山埤【優質租案】可補助★有警衛★洗衣機,27999,55998,0,臺北市南港區忠孝東路六段,南港區,忠孝東路六段,25.0491863,121.5885828,1房1衛,1,0,1,0,0,2,獨立套房,apt,4,13,14,12,2026-07-11,broker,可開伙、租金補貼
pyvpxlw5tsete6de,https://www.dd-room.com/object/pyvpxlw5tsete6de,可租補 建中旁2樓 雅房7800元安靜,7800,7800,0,臺北市中正區泉州街,中正區,泉州街,25.0286498,121.5144435,4房2衛1陽台,4,0,2,0,1,1,雅房,apt,4.5,2,5,12,2026-07-11,individual,可無火煮食、對外窗、水泥隔間、保全設施、定期清潔、免仲介費、電費照台電、租金補貼
xkn2jz7iv6z0dhph,https://www.dd-room.com/object/xkn2jz7iv6z0dhph,捷運台電大樓1分【優質租案】補助洽★可養寵★獨立陽台,15999,31998,0,臺北市大安區師大路,大安區,師大路,25.0218269,121.528185,1房1衛,1,0,1,0,0,2,獨立套房,apt,3,4,4,12,2026-07-10,broker,可養貓、可養狗、可開伙、租金補貼
d7pr4mepgvx0oulh,https://www.dd-room.com/object/d7pr4mepgvx0oulh,捷運石牌站【超值租案】採光優★乾溼分離★陽明交大,11499,22998,0,臺北市北投區致遠一路二段,北投區,致遠一路二段,25.1123509,121.513458,1房1衛,1,0,1,0,0,2,獨立套房,apt,5,4,4,12,2026-07-10,broker,
b6vxcffe1gjursr1,https://www.dd-room.com/object/b6vxcffe1gjursr1,捷運明德3分【優質3房1廳】可補助★報稅入籍★有陽台,31499,62998,0,臺北市北投區明德路,北投區,明德路,25.1151274,121.5220539,3房1廳1衛1陽台,3,1,1,0,1,3,整層,apt,23,5,5,12,2026-07-10,broker,可開伙、有陽台、租金補貼、可入籍
jgpdtph2r7o8u2o7,https://www.dd-room.com/object/jgpdtph2r7o8u2o7,民生社區【優質租案】大空間★工作室★採光優,22999,45998,0,臺北市松山區新東街,松山區,新東街,25.0590866,121.5659347,1房1衛,1,0,1,0,0,2,獨立套房,apt,6,1,4,12,2026-07-10,broker,
vzj6420ycdr1rmue,https://www.dd-room.com/object/vzj6420ycdr1rmue,捷運市政府1分【秒殺租案】可補助★養貓咪★報稅,21499,42998,1500,臺北市信義區忠孝東路五段,信義區,忠孝東路五段,25.0411286,121.5785763,1房1衛,1,0,1,0,0,2,獨立套房,elevator,4,2,6,12,2026-07-10,broker,有電梯、租金補貼
pvwbovibr9ceiqc2,https://www.dd-room.com/object/pvwbovibr9ceiqc2,青年公園【超值2房1廳】警衛管理★有陽台★附傢俱,23000,46000,300,臺北市萬華區國興路,萬華區,國興路,25.0255942,121.5069475,2房1廳1衛1陽台,2,1,1,0,1,2,整層,elevator,16,4,12,12,2026-07-10,broker,可開伙、有電梯、有陽台
hasti9hfdzwlgkq3,https://www.dd-room.com/object/hasti9hfdzwlgkq3,捷運台電大樓3分【超值租案】女性專屬★獨立衛浴★小資首選,8699,17398,0,臺北市中正區羅斯福路三段,中正區,羅斯福路三段,25.0210343,121.5293258,1房1衛,1,0,1,0,0,2,獨立套房,apt,3,5,5,12,2026-07-10,broker,
sie3myfgoiycqfpo,https://www.dd-room.com/object/sie3myfgoiycqfpo,捷運台電大樓【超值租案】限女性★對外窗★獨立衛浴,7499,14998,0,臺北市中正區羅斯福路三段,中正區,羅斯福路三段,25.0210343,121.5293258,1房1衛,1,0,1,0,0,2,獨立套房,apt,3,5,5,12,2026-07-10,broker,
4lnzjxatfjlwv7kr,https://www.dd-room.com/object/4lnzjxatfjlwv7kr,青年公園【優質租案】洗衣機★有陽台★流理台,17999,35998,0,臺北市中正區汀州路一段,中正區,汀州路一段,25.0270475,121.5109434,1房1衛1陽台,1,0,1,0,1,2,獨立套房,apt,16,6,6,12,2026-07-10,broker,有陽台
ujoevo3awmohagrk,https://www.dd-room.com/object/ujoevo3awmohagrk,中山區松江南京站四平商圈靜巷雅房限男性,7800,15600,0,臺北市中山區伊通街,中山區,伊通街,25.0497272,121.5347623,1房,1,0,0,0,0,1,雅房,apt,4,5,4,12,2026-07-10,agent,對外窗、有飲水機、免仲介費
q7w3sanutvk8pdaf,https://www.dd-room.com/object/q7w3sanutvk8pdaf,中山區松江南京站靜巷通風雅房限男,9000,18000,0,臺北市中山區伊通街,中山區,伊通街,25.0497272,121.5347623,1房,1,0,0,0,0,1,雅房,apt,7,4,5,99,2026-07-10,agent,有飲水機、對外窗、免仲介費
nm7uyontx7c0hv1c,https://www.dd-room.com/object/nm7uyontx7c0hv1c,免仲介費優質套房釋出，松江南京站周邊靜巷四平商圈,12900,25800,0,臺北市中山區伊通街,中山區,伊通街,25.0497272,121.5347623,1房1衛,1,0,1,0,0,2,分租套房,apt,8,5,5,12,2026-07-10,agent,對外窗、免仲介費
7fvuolnqdtvmorj0,https://www.dd-room.com/object/7fvuolnqdtvmorj0,兆基社會住宅🏠友善屋源捷運葫洲站、寵物友善、可租補入籍免仲,26000,52000,0,臺北市內湖區康寧路三段,內湖區,康寧路三段,25.0688476,121.6121167,3房2廳2衛2陽台,3,2,2,0,2,3,整層,apt,26.6,5,5,12,2026-07-10,broker,可無火煮食、可養貓、租金補貼、可報稅、可入籍、社會住宅、免仲介費、有陽台、可開伙
uhckg7fwzsfgmlqe,https://www.dd-room.com/object/uhckg7fwzsfgmlqe,兆基社會住宅🏠友善屋源🧡可租補/有電梯有管理/生活機能佳,15000,30000,641,臺北市大同區南京西路,大同區,南京西路,25.0537899,121.5156011,1房1衛,1,0,1,0,0,2,獨立套房,elevator,6.5,11,14,12,2026-07-10,broker,可無火煮食、租金補貼、可報稅、可入籍、社會住宅、免仲介費、可開伙
xi40a1bkqgcvlv2k,https://www.dd-room.com/object/xi40a1bkqgcvlv2k,兆基社會住宅🏠友善屋源🧡可租補/免爬梯/獨立大套房,15000,30000,300,臺北市大同區延平北路一段,大同區,延平北路一段,25.0489595,121.5116395,1房1衛,1,0,1,0,0,2,獨立套房,elevator,9.4,9,9,12,2026-07-10,broker,可無火煮食、租金補貼、可報稅、可入籍、社會住宅、免仲介費、可開伙
ryevbqjxjpqwac6y,https://www.dd-room.com/object/ryevbqjxjpqwac6y,兆基社會住宅🏠友善屋源🧡小巨蛋/正一房一廳/可租補入籍,23000,46000,695,臺北市松山區南京東路五段,松山區,南京東路五段,25.0511644,121.5693308,1房1廳1衛,1,1,1,0,0,1,整層,elevator,13.5,8,11,12,2026-07-10,broker,可無火煮食、可報稅、有電梯、可入籍、社會住宅、免仲介費
iscljyoyo8y9oajt,https://www.dd-room.com/object/iscljyoyo8y9oajt,兆基社會住宅🏠友善屋源🧡景美站/正一房一廳/有管理/可養,30000,60000,1005,臺北市文山區景興路,文山區,景興路,24.9903893,121.5430591,,0,0,0,0,0,2,獨立套房,elevator,13.8,6,18,12,2026-07-10,broker,可無火煮食、可養貓、可報稅、有電梯、有陽台、可入籍、社會住宅、免仲介費
0rg7rlmb7gzkfnqp,https://www.dd-room.com/object/0rg7rlmb7gzkfnqp,兆基社會住宅🏠友善屋源🧡南港三樓🧡免仲🧡可租補入籍,28000,56000,0,臺北市南港區舊莊街一段,南港區,舊莊街一段,25.0371917,121.6238671,3房2廳1衛1陽台,3,2,1,0,1,3,整層,apt,23.6,3,4,12,2026-07-10,broker,可無火煮食、可報稅、可入籍、社會住宅、免仲介費、有陽台
r15p3qrf8wbzcy0c,https://www.dd-room.com/object/r15p3qrf8wbzcy0c,兆基社會住宅🏡友善屋源🧡師大商圈、可租補入籍免仲介費,16000,32000,100,臺北市大安區泰順街,大安區,泰順街,25.0250271,121.5314639,,0,0,0,0,0,2,獨立套房,apt,6,1,5,12,2026-07-10,broker,可無火煮食、可報稅、可入籍、社會住宅、免仲介費
a5xezuzftdcmgxdg,https://www.dd-room.com/object/a5xezuzftdcmgxdg,@@忠孝復興SOGO商圈旁*機能溫馨套房,18800,37600,500,臺北市大安區復興南路一段,大安區,復興南路一段,25.0433313,121.5438915,1房1廳1衛,1,1,1,0,0,2,獨立套房,elevator,8.5,5,12,12,2026-07-09,broker,對外窗、有電梯、水泥隔間
jypdhtclznhawex5,https://www.dd-room.com/object/jypdhtclznhawex5,@@天母石牌明德商圈旁*溫馨明亮美居,32888,65776,0,臺北市北投區榮華一路,北投區,榮華一路,25.1122094,121.5242598,1房1廳1衛,1,1,1,0,0,1,整層,elevator,16.7,2,5,12,2026-07-09,broker,對外窗、有電梯、水泥隔間
gaikxijyy4tmbnon,https://www.dd-room.com/object/gaikxijyy4tmbnon,近捷運南京三民站【超值租案】大空間★獨立衛浴★小資首選,9999,19998,0,臺北市松山區寶清街,松山區,寶清街,25.0530892,121.5677239,1房1衛,1,0,1,0,0,2,獨立套房,apt,8,-1,4,12,2026-07-09,broker,
glp4ugpmhxaaixsc,https://www.dd-room.com/object/glp4ugpmhxaaixsc,捷運萬隆3分【超值租案】可租補★乾溼分離★學生專屬,8999,17998,0,臺北市文山區羅斯福路六段,文山區,羅斯福路六段,24.9892635,121.5384731,1房1衛,1,0,1,0,0,2,獨立套房,apt,4,1,1,12,2026-07-09,broker,租金補貼
jim8b2hfybdehyfp,https://www.dd-room.com/object/jim8b2hfybdehyfp,捷運昆陽5分【超值租案】免爬梯★共用廚房,9499,18998,0,臺北市南港區昆陽街,南港區,昆陽街,25.0514814,121.5936232,1房1衛,1,0,1,0,0,1,整層,house,2,1,2,12,2026-07-09,broker,可開伙
vxf5y4sldnsif84c,https://www.dd-room.com/object/vxf5y4sldnsif84c,中山國中站，分租雅房,13500,27000,0,臺北市中山區民權東路三段,中山區,民權東路三段,25.0624217,121.5433341,1房2廳1衛1廚1陽台,1,2,1,1,1,1,雅房,elevator,3,6,7,12,2026-07-09,individual,可開伙、對外窗、垃圾代收、電費照台電、水費照台水、可報稅、可入籍、免仲介費、有陽台、有電梯、租金補貼
e69yqrpkf3q08qvc,https://www.dd-room.com/object/e69yqrpkf3q08qvc,捷運信義安和5分【優質租案】浴缸★寬敞★獨洗,17499,34998,0,臺北市大安區通化街,大安區,通化街,25.0287281,121.5538123,1房1衛,1,0,1,0,0,2,獨立套房,apt,5,2,4,12,2026-07-09,broker,
j1yvyne3iy7ztdw0,https://www.dd-room.com/object/j1yvyne3iy7ztdw0,可租補，方正亮麗，信義路六段近信義計畫區、象山捷運站,18000,36000,0,臺北市信義區信義路六段,信義區,信義路六段,25.0349379,121.5765026,1房1衛,1,0,1,0,0,2,分租套房,apt,6,4,4,12,2026-07-09,broker,對外窗、租金補貼、保全設施、水泥隔間
hyw5d68asjs6fr75,https://www.dd-room.com/object/hyw5d68asjs6fr75,薇閣國中小捷運獨棟電梯舒適大宅邸,49500,99000,4000,臺北市北投區溫泉路,北投區,溫泉路,25.135434,121.5066619,4房2廳2衛1廚2陽台,4,2,2,1,2,4,整層,elevator,38,3,7,12,2026-07-09,broker,可開伙、對外窗、電費照台電、水費照台水、社會住宅、可入籍、有電梯、水泥隔間、氣密窗、可報稅、有陽台
t1ufporv3rsdndh7,https://www.dd-room.com/object/t1ufporv3rsdndh7,捷運六張犁站【優質租案】租補洽★限女性★乾溼分離,19000,38000,0,臺北市大安區通化街,大安區,通化街,25.0287281,121.5538123,1房1衛,1,0,1,0,0,2,獨立套房,apt,4,5,6,12,2026-07-09,broker,租金補貼
6090d596f0e54853087151a0,https://www.dd-room.com/object/6090d596f0e54853087151a0,即將釋出.內湖區.捷運東湖站.免追垃圾.明亮大空間.舒適設計感套房503,18888,37776,0,臺北市內湖區康樂街,內湖區,康樂街,25.068761,121.618418,1房1廳1衛1廚,1,1,1,1,0,2,獨立套房,apt,8,5,5,12,2026-07-09,escrow,可無火煮食、對外窗、垃圾代收、水泥隔間、氣密窗
at2oa3ynflwqr65m,https://www.dd-room.com/object/at2oa3ynflwqr65m,台北市一樓稀有別墅花園10坪套房出租，近捷運及公車站 有停車位，請務必詳閱刊登說明內容後合意者請再洽詢。,14000,28000,500,臺北市文山區興隆路四段1巷,文山區,興隆路四段,24.9910393,121.5611727,1房1衛1陽台,1,0,1,0,1,2,分租套房,villa,10,1,3,99,2026-07-09,individual,氣密窗、對外窗、水泥隔間、保全設施、垃圾代收、免仲介費、有陽台
tqvnsim7118fvrvm,https://www.dd-room.com/object/tqvnsim7118fvrvm,兆基社會住宅🏠友善屋源🧡世貿站/北醫/可貓/可租補入籍,37000,74000,0,臺北市信義區吳興街,信義區,吳興街,25.0251064,121.5670694,3房2廳1衛2陽台,3,2,1,0,2,3,整層,apt,26,3,4,12,2026-07-09,broker,可無火煮食、可養貓、可報稅、可入籍、社會住宅、免仲介費、有陽台
wkewuatbbt2objau,https://www.dd-room.com/object/wkewuatbbt2objau,兆基社會住宅🏠友善屋源🧡西湖站🧡免仲🧡可租補入籍,33000,66000,0,臺北市內湖區內湖路一段,內湖區,內湖路一段,25.0799008,121.575434,3房2廳2衛2陽台,3,2,2,0,2,3,整層,apt,31.2,3,5,12,2026-07-09,broker,可無火煮食、可報稅、可入籍、社會住宅、免仲介費、有陽台
dzeplkp3vd5wcnyc,https://www.dd-room.com/object/dzeplkp3vd5wcnyc,兆基社會住宅🏠友善屋源🧡中山雙連/寧夏夜市/可租補入籍,38000,76000,1150,臺北市大同區寧夏路,大同區,寧夏路,25.0589585,121.5149356,3房2廳1衛,3,2,1,0,0,3,整層,elevator,18.6,3,7,12,2026-07-09,broker,可無火煮食、可報稅、有電梯、可入籍、社會住宅、免仲介費
n5jjqnegkxswtnsl,https://www.dd-room.com/object/n5jjqnegkxswtnsl,兆基社會住宅🏠友善屋源❤️虎林小豪宅/可租補入籍,31000,62000,0,臺北市信義區虎林街,信義區,虎林街,25.0371893,121.5772788,3房1廳1衛1陽台,3,1,1,0,1,3,整層,apt,22.6,4,4,12,2026-07-09,broker,可無火煮食、可報稅、可入籍、社會住宅、免仲介費、有陽台
uznq9g6ui5xppkcs,https://www.dd-room.com/object/uznq9g6ui5xppkcs,兆基社會住宅🏠友善屋源🧡可租補/免爬梯/大空間/格局方正,38000,76000,1200,臺北市大同區哈密街,大同區,哈密街,25.0740593,121.519404,3房2廳1衛2陽台,3,2,1,0,2,3,整層,elevator,33.9,6,7,12,2026-07-09,broker,可無火煮食、可報稅、有電梯、可入籍、社會住宅、免仲介費、有陽台
0aagdqhasvnrynhx,https://www.dd-room.com/object/0aagdqhasvnrynhx,兆基社會住宅🏠友善屋源🧡可租補/近北車/低價電梯套房台水,11000,22000,590,臺北市大同區延平北路一段,大同區,延平北路一段,25.0489595,121.5116395,,0,0,0,0,0,2,獨立套房,elevator,4.9,9,11,12,2026-07-09,broker,可無火煮食、可報稅、有電梯、可入籍、社會住宅、免仲介費
dsiw99pqliesy6yc,https://www.dd-room.com/object/dsiw99pqliesy6yc,捷運雙連【超值租案】警衛管理★採光優★洗衣機,15999,31998,0,臺北市中山區新生北路二段,中山區,新生北路二段,25.0297486,121.5327247,1房1衛,1,0,1,0,0,2,獨立套房,elevator,10,13,14,12,2026-07-08,broker,有電梯
loyvzl4yik5ablab,https://www.dd-room.com/object/loyvzl4yik5ablab,天溪綠地【超值租案】租屋補助★入籍報稅★附車位,15999,31998,0,臺北市北投區行義路,北投區,行義路,25.134257,121.5288328,1房1衛,1,0,1,0,0,2,獨立套房,apt,8,1,1,12,2026-07-08,broker,租金補貼、可入籍
coq7zk7gkubmqat3,https://www.dd-room.com/object/coq7zk7gkubmqat3,天母高島屋【景觀1房1衛】警衛管理★乾溼分離★女性專屬,17999,35998,2000,臺北市士林區忠誠路二段,士林區,忠誠路二段,25.1163267,121.5341003,1房1衛,1,0,1,0,0,2,獨立套房,elevator,13,14,14,12,2026-07-08,broker,有電梯
hqpbyclichkou0cf,https://www.dd-room.com/object/hqpbyclichkou0cf,近捷運明德【優質4房2廳】可補助★有廚房★獨洗衣機,44999,89998,0,臺北市北投區榮華一路,北投區,榮華一路,25.1122094,121.5242598,4房2廳2衛4陽台,4,2,2,0,4,4,整層,apt,33,5,5,12,2026-07-08,broker,可開伙、有陽台、租金補貼
xxzqszgomccyu6dc,https://www.dd-room.com/object/xxzqszgomccyu6dc,捷運南京三民3分【優質2房1廳】可寵★廚房★陽台,42000,84000,0,臺北市松山區南京東路五段,松山區,南京東路五段,25.0511644,121.5693308,3房2廳2衛2陽台,3,2,2,0,2,3,整層,apt,33,4,5,12,2026-07-08,broker,可養貓、可養狗、可開伙、有陽台
ksdnw5ylgggmavdq,https://www.dd-room.com/object/ksdnw5ylgggmavdq,#內湖區#近內科#徵2名室友#可租屋補助,10000,20000,0,臺北市內湖區江南街,內湖區,江南街,25.0771479,121.5772438,3房1廳1衛1廚1陽台,3,1,1,1,1,3,整層,apt,35,3,7,12,2026-07-08,agent,可開伙、對外窗、可無火煮食、水費照台水、電費照台電、免仲介費、有電梯、水泥隔間、租金補貼、有陽台
lmhqahk8pnwa5auq,https://www.dd-room.com/object/lmhqahk8pnwa5auq,近捷運中山國小【優質電梯】獨洗衣機★垃圾代收★警衛管理,33998,67996,2100,臺北市中山區農安街,中山區,農安街,25.0646817,121.5349909,1房1衛,1,0,1,0,0,2,獨立套房,elevator,13,11,14,12,2026-07-08,broker,可開伙、有電梯、垃圾代收
ap1y05nzaagz4wsd,https://www.dd-room.com/object/ap1y05nzaagz4wsd,捷運石牌5分【超值租案】大空間★大面採光★獨立衛浴,14999,29998,0,臺北市北投區義理街,北投區,義理街,25.1171809,121.5157262,1房1衛,1,0,1,0,0,2,獨立套房,apt,6,5,5,12,2026-07-08,broker,
08lh52jok11zh4uf,https://www.dd-room.com/object/08lh52jok11zh4uf,👍南港新興豪宅首次出租屋齡新全新裝潢4房,120000,240000,9994,臺北市南港區東新街,南港區,東新街,25.0476046,121.5854895,4房2廳2衛1廚1陽台,4,2,2,1,1,4,整層,elevator,62,6,16,12,2026-07-08,broker,可開伙、對外窗、有電梯、水泥隔間、垃圾代收、包裹代收、電費照台電、水費照台水、有陽台、可報稅
ri61zng8agku15uo,https://www.dd-room.com/object/ri61zng8agku15uo,近捷運辛亥站【超值1房1廳】大空間★多窗採光★獨立衛浴,9999,19998,0,臺北市文山區福興路,文山區,福興路,25.0070705,121.5493711,1房1衛,1,0,1,0,0,2,獨立套房,apt,6,5,5,12,2026-07-07,broker,
ya8dgr0x4bfiynlq,https://www.dd-room.com/object/ya8dgr0x4bfiynlq,@@中山國小捷運商圈旁*精緻明亮機能美邸,110000,220000,0,臺北市中山區德惠街,中山區,德惠街,25.0668554,121.522377,3房2廳2衛2陽台,3,2,2,0,2,3,整層,elevator,58.4,3,13,12,2026-07-07,broker,對外窗、有電梯、水泥隔間
5o74lhjq5tw1r0bu,https://www.dd-room.com/object/5o74lhjq5tw1r0bu,西門捷運電梯溫馨套房.可短租.可喵,26000,0,0,臺北市萬華區漢中街,萬華區,漢中街,25.0438693,121.5073407,1房1廳1衛,1,1,1,0,0,2,分租套房,elevator,15,4,10,1,2026-07-07,individual,可養貓、可養其他寵物、可無火煮食、有飲水機、對外窗、有電梯、水泥隔間、保全設施、垃圾代收、免仲介費、高齡友善
snlh6bl8qaqfxtat,https://www.dd-room.com/object/snlh6bl8qaqfxtat,飯店式設計溫馨套房可短租可租補,23500,0,0,臺北市中山區中山北路一段,中山區,中山北路一段,25.0627663,121.5227366,1房1廳1衛,1,1,1,0,0,2,分租套房,elevator,11,4,7,1,2026-07-07,individual,可養其他寵物、可無火煮食、對外窗、水泥隔間、有電梯、保全設施、垃圾代收、免仲介費、可報稅、可入籍、租金補貼
b3lzoasa8oickwdo,https://www.dd-room.com/object/b3lzoasa8oickwdo,西門捷運商圈電梯溫馨套房可短租,23000,0,0,臺北市萬華區漢中街,萬華區,漢中街,25.0438693,121.5073407,1房1廳1衛1陽台,1,1,1,0,1,2,分租套房,elevator,10,4,10,1,2026-07-07,individual,可養其他寵物、可無火煮食、有飲水機、對外窗、有電梯、水泥隔間、保全設施、垃圾代收、免仲介費、有陽台
sari3yzra5bcv1sx,https://www.dd-room.com/object/sari3yzra5bcv1sx,西門捷運商圈溫馨電梯套房可短租,21000,0,0,臺北市萬華區漢中街,萬華區,漢中街,25.0438693,121.5073407,1房1廳,1,1,0,0,0,2,分租套房,elevator,8,4,11,1,2026-07-07,individual,可養其他寵物、有飲水機、可無火煮食、對外窗、水泥隔間、有電梯、垃圾代收、保全設施、免仲介費
abptgdd1lz9tu3vb,https://www.dd-room.com/object/abptgdd1lz9tu3vb,西門捷運商圈電梯溫馨套房可短租,24000,0,0,臺北市萬華區漢中街,萬華區,漢中街,25.0438693,121.5073407,1房1廳1衛1陽台,1,1,1,0,1,2,分租套房,elevator,10,4,10,1,2026-07-07,individual,可養其他寵物、可無火煮食、有飲水機、對外窗、有電梯、水泥隔間、保全設施、垃圾代收、免仲介費、有陽台
inkv3rddjpubuzyj,https://www.dd-room.com/object/inkv3rddjpubuzyj,捷運關渡【優質3房2廳】有陽台★皆有窗★垃圾代收,32999,65998,1500,臺北市北投區自強路,北投區,自強路,25.1337118,121.4665134,3房2廳1衛2陽台,3,2,1,0,2,3,整層,elevator,36,5,6,12,2026-07-07,broker,可開伙、有電梯、垃圾代收、有陽台
xei95idy8mucer7o,https://www.dd-room.com/object/xei95idy8mucer7o,@@信義安和臨江商圈旁*質感裝潢景觀豪邸,290000,580000,13973,臺北市大安區信義路四段,大安區,信義路四段,25.0332246,121.5472642,3房2廳4衛2陽台,3,2,4,0,2,3,整層,elevator,93.2,12,34,12,2026-07-07,broker,對外窗、有電梯、水泥隔間
waatxpnfvikuljx0,https://www.dd-room.com/object/waatxpnfvikuljx0,近捷運松江南京【超值租案】精緻裝潢★獨立衛浴★雙面採光,11999,23998,0,臺北市中山區合江街,中山區,合江街,25.057273,121.5391556,1房1衛,1,0,1,0,0,2,獨立套房,apt,4,5,5,12,2026-07-07,broker,
k1yz0skjd14xeti6,https://www.dd-room.com/object/k1yz0skjd14xeti6,忠孝敦化4分【優質租案】大空間★獨洗衣機★大面採光,35000,70000,0,臺北市大安區忠孝東路四段,大安區,忠孝東路四段,25.0415416,121.5510456,1房1衛1陽台,1,0,1,0,1,2,獨立套房,apt,16,6,5,12,2026-07-07,broker,可養貓、可養狗、可開伙、有陽台
69lrmrnnlvhrdmou,https://www.dd-room.com/object/69lrmrnnlvhrdmou,舊莊國小【超值租案】流理臺★大面採光★乾溼分離,14999,29998,0,臺北市南港區合順街,南港區,合順街,25.0429832,121.6194393,1房1衛,1,0,1,0,0,2,獨立套房,apt,10,1,3,12,2026-07-07,broker,
h6ad8zzztsbsm3if,https://www.dd-room.com/object/h6ad8zzztsbsm3if,捷運圓山站【優質大空間】可寵★流理台★獨洗衣機,16499,32998,0,臺北市大同區重慶北路三段,大同區,重慶北路三段,25.0654451,121.513788,1房1衛,1,0,1,0,0,2,獨立套房,apt,6,3,3,12,2026-07-07,broker,可養貓、可養狗、可開伙、有電梯
rfzhpiljnwdj1u1m,https://www.dd-room.com/object/rfzhpiljnwdj1u1m,南港｜自住裝潢｜電梯兩房｜捷運昆陽｜坡道平面車位,53000,106000,3979,臺北市南港區重陽路,南港區,重陽路,25.0569437,121.5998567,2房1廳1衛1廚1陽台,2,1,1,1,1,2,整層,elevator,24.5,14,14,12,2026-07-07,individual,可開伙、對外窗、水泥隔間、有電梯、保全設施、垃圾代收、包裹代收、免仲介費、電費照台電、氣密窗、水費照台水、有陽台
thkngaokfk2kuhgd,https://www.dd-room.com/object/thkngaokfk2kuhgd,近捷運忠孝復興【超值租案】採光佳★近商圈★小資首選,8399,16798,500,臺北市中山區八德路,中山區,八德路,25.0459162,121.530757,1房1衛,1,0,1,0,0,2,獨立套房,apt,3,6,6,12,2026-07-06,broker,
aa9cntbepz4gmn5z,https://www.dd-room.com/object/aa9cntbepz4gmn5z,捷運西湖【秒殺租案】精緻裝潢★乾濕分離★變頻冷氣,9995,19990,0,臺北市內湖區內湖路一段,內湖區,內湖路一段,25.0799008,121.575434,1房1衛,1,0,1,0,0,2,獨立套房,apt,4,3,5,12,2026-07-06,broker,
pmvhu9qjo3lb54cj,https://www.dd-room.com/object/pmvhu9qjo3lb54cj,近捷運東門【超值租案】可補助★垃圾代收★有電梯,12499,24998,0,臺北市中正區杭州南路一段,中正區,杭州南路一段,25.0368297,121.5247724,1房1衛,1,0,1,0,0,2,獨立套房,elevator,5,3,6,12,2026-07-06,broker,有電梯、垃圾代收、租金補貼
